Boat_Type,Type,Year_Built,Length,Width,Displacement,Category,People,Cabins,Toilets,Material,Water,Propulsion,Fuel_Capacity,Fuel_Type,Engine_Hours,Price
1.0,0.0,1976.0,5.7,2.1,1439.0,1.0,6.0,0.0,0.0,6.0,0.0,1.0,120.0,3.0,1.0,149580.0
5.0,0.0,1993.0,13.8,4.1,13053.2,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,149500.0
5.0,0.0,2007.0,12.45,4.3,12214.6,1.0,6.0,3.0,0.0,0.0,0.0,0.0,1000.0,0.0,600.0,149500.0
3.0,0.0,1981.0,15.7,4.45,30000.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,4.0,5100.0,149500.0
2.0,0.0,1998.0,16.7,4.38,32701.2,1.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,925.0,149500.0
1.0,0.0,2016.0,8.85,2.78,8481.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,300.0,3.0,120.0,149500.0
1.0,0.0,2017.0,7.65,2.5,2350.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,300.0,3.0,67.0,149500.0
2.0,0.0,2013.0,11.45,3.45,10865.5,1.0,0.0,0.0,0.0,2.0,0.0,0.0,729.0,0.0,0.0,149500.0
2.0,0.0,1995.0,13.7,4.0,12907.4,1.0,0.0,2.0,0.0,7.0,1400.0,1.0,1700.0,4.0,474.3,149500.0
2.0,0.0,2011.0,10.2,3.5,9990.5,1.0,0.0,0.0,0.0,7.0,0.0,0.0,350.0,0.0,750.0,149500.0
0.0,1.0,2020.0,7.89,2.59,2650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,151310.0
1.0,1.0,2020.0,7.89,2.59,2650.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,151310.0
0.0,1.0,2020.0,7.89,2.59,2650.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,283.0,3.0,0.0,151310.0
0.0,1.0,2020.0,7.99,2.95,7977.8,1.0,10.0,0.0,1.0,3.0,70.0,2.0,420.0,3.0,0.0,150565.0
1.0,1.0,2020.0,7.8,2.49,2550.0,1.0,10.0,1.0,0.0,3.0,70.0,3.0,275.0,3.0,0.0,151869.2
0.0,0.0,1984.0,9.25,2.25,8386.2,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,150000.0
0.0,0.0,2005.0,14.0,4.4,14500.0,1.0,12.0,3.0,0.0,3.0,0.0,0.0,1500.0,4.0,900.0,150000.0
0.0,1.0,2017.0,7.47,2.49,7263.1,1.0,8.0,0.0,0.0,3.0,0.0,3.0,240.0,3.0,0.0,150000.0
1.0,0.0,1999.0,13.8,4.35,14000.0,1.0,14.0,3.0,0.0,3.0,0.0,0.0,2000.0,4.0,20.0,150000.0
0.0,0.0,2009.0,13.7,4.8,13490.8,1.0,0.0,2.0,2.0,3.0,0.0,0.0,900.0,4.0,990.0,150000.0
3.0,0.0,2005.0,11.4,3.9,11157.2,1.0,0.0,0.0,0.0,7.0,0.0,0.0,500.0,4.0,0.0,150000.0
5.0,0.0,2005.0,11.78,3.91,11441.6,1.0,12.0,2.0,2.0,3.0,400.0,1.0,900.0,4.0,215.0,150000.0
2.0,0.0,2009.0,13.53,4.08,11000.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,780.0,4.0,1008.0,150000.0
1.0,0.0,1999.0,17.12,4.26,17500.0,1.0,14.0,4.0,0.0,3.0,0.0,0.0,1400.0,0.0,744.0,150000.0
2.0,0.0,2010.0,13.1,3.6,12000.0,1.0,10.0,0.0,0.0,3.0,0.0,0.0,1000.0,4.0,450.0,150000.0
2.0,0.0,2014.0,9.3,3.24,9144.6,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,474.3,155000.0
2.0,0.0,2002.0,14.85,4.3,16850.0,1.0,12.0,0.0,0.0,3.0,0.0,0.0,1850.0,4.0,1070.0,155000.0
2.0,0.0,2005.0,12.25,3.39,16080.0,1.0,0.0,2.0,1.0,3.0,300.0,0.0,746.0,4.0,0.0,155000.0
3.0,0.0,1995.0,14.95,4.25,14001.2,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1200.0,0.0,1800.0,155000.0
1.0,0.0,2019.0,10.57,3.21,10048.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,155000.0
0.0,0.0,2013.0,11.95,3.99,11623.9,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,474.3,155000.0
0.0,0.0,2018.0,9.23,2.98,8903.9,1.0,0.0,1.0,0.0,4.0,0.0,0.0,300.0,4.0,95.0,155000.0
2.0,0.0,2005.0,11.1,3.37,10552.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,4.0,521.0,155000.0
2.0,0.0,1999.0,15.0,4.0,15000.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1600.0,4.0,1510.0,155000.0
0.0,0.0,2012.0,9.3,3.1,9042.5,1.0,0.0,2.0,0.0,4.0,0.0,0.0,400.0,4.0,425.0,155000.0
0.0,0.0,2010.0,11.7,3.75,9300.0,1.0,12.0,2.0,0.0,3.0,0.0,0.0,890.0,4.0,782.0,155000.0
1.0,0.0,1998.0,12.65,3.8,11995.8,1.0,0.0,2.0,0.0,3.0,200.0,1.0,800.0,4.0,474.3,155000.0
5.0,0.0,2002.0,14.26,4.3,13534.5,4.0,0.0,2.0,2.0,3.0,588.0,1.0,1952.0,4.0,400.0,155000.0
1.0,0.0,2001.0,10.7,3.93,10668.6,4.0,0.0,1.0,1.0,3.0,300.0,1.0,1000.0,4.0,875.0,155000.0
2.0,0.0,1988.0,15.88,4.87,32189.2,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,155000.0
0.0,0.0,2007.0,12.4,4.06,9600.0,1.0,12.0,2.0,0.0,3.0,0.0,0.0,880.0,4.0,540.0,155000.0
5.0,0.0,2003.0,13.9,4.3,17000.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1600.0,4.0,2480.0,159000.0
0.0,0.0,2014.0,8.0,3.15,3800.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,450.0,4.0,90.0,159000.0
2.0,0.0,2008.0,12.13,3.64,7700.0,1.0,9.0,2.0,1.0,3.0,300.0,3.0,636.0,4.0,680.0,159000.0
1.0,1.0,2019.0,7.89,2.5,2640.0,4.0,10.0,1.0,1.0,3.0,73.0,3.0,270.0,3.0,0.0,159000.0
3.0,0.0,1903.0,23.8,4.78,44335.8,1.0,5.0,2.0,0.0,7.0,0.0,0.0,6900.0,0.0,0.0,159000.0
1.0,0.0,2011.0,11.33,3.53,10836.4,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,159000.0
2.0,0.0,1993.0,14.25,4.2,13454.3,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1000.0,0.0,1700.0,159000.0
3.0,0.0,2007.0,12.6,4.18,12236.5,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2400.0,159000.0
0.0,0.0,2009.0,6.38,2.41,1898.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,174.0,3.0,235.0,159000.0
5.0,0.0,1990.0,19.94,5.49,39449.3,1.0,0.0,3.0,3.0,3.0,0.0,0.0,3400.0,4.0,0.0,159000.0
5.0,0.0,2005.0,13.67,4.21,13038.6,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1300.0,4.0,450.0,159000.0
0.0,0.0,2015.0,7.93,2.4,7533.0,1.0,0.0,1.0,0.0,3.0,80.0,0.0,190.0,4.0,50.0,159000.0
3.0,0.0,1984.0,15.6,4.2,30715.5,1.0,0.0,0.0,0.0,7.0,0.0,0.0,960.0,0.0,950.0,159000.0
2.0,0.0,2011.0,12.5,4.25,10500.0,1.0,12.0,2.0,0.0,3.0,0.0,0.0,800.0,4.0,490.0,159000.0
2.0,0.0,2004.0,14.02,4.3,13359.5,1.0,0.0,2.0,0.0,3.0,378.0,0.0,1516.0,4.0,520.0,159000.0
1.0,0.0,2018.0,9.23,2.98,8903.9,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,72.0,159000.0
0.0,0.0,1997.0,15.2,3.4,7000.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,850.0,160000.0
2.0,0.0,2006.0,13.33,4.62,13089.7,1.0,10.0,2.0,1.0,3.0,370.0,3.0,1100.0,4.0,850.0,160000.0
2.0,0.0,2014.0,7.6,2.25,1500.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,300.0,3.0,0.0,160000.0
3.0,0.0,2012.0,11.0,3.7,10719.7,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,160000.0
0.0,0.0,2010.0,12.95,4.28,12564.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,160000.0
1.0,0.0,2014.0,11.4,3.68,10996.8,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,160000.0
0.0,0.0,2013.0,10.0,3.35,9735.2,1.0,0.0,0.0,0.0,4.0,0.0,0.0,490.0,0.0,281.0,160000.0
2.0,0.0,2000.0,10.99,3.95,14000.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1500.0,4.0,1400.0,160000.0
6.0,0.0,2010.0,9.48,3.54,9500.0,1.0,10.0,2.0,0.0,3.0,0.0,0.0,750.0,4.0,0.0,160000.0
2.0,0.0,2010.0,11.5,3.95,8000.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,600.0,4.0,300.0,160000.0
0.0,0.0,2011.0,11.47,3.54,9500.0,1.0,10.0,2.0,0.0,3.0,0.0,0.0,750.0,4.0,430.0,160000.0
2.0,0.0,2008.0,11.2,3.75,7500.0,1.0,12.0,2.0,0.0,3.0,0.0,0.0,700.0,4.0,800.0,160000.0
0.0,0.0,2007.0,11.35,4.14,12000.0,1.0,10.0,2.0,0.0,3.0,0.0,0.0,1200.0,4.0,500.0,160000.0
0.0,0.0,2011.0,11.88,4.0,10500.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1200.0,4.0,460.0,160000.0
2.0,0.0,2014.0,10.8,3.59,6200.0,1.0,8.0,2.0,1.0,0.0,150.0,3.0,520.0,4.0,1.0,160000.0
2.0,0.0,2005.0,14.45,4.1,13600.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1560.0,4.0,500.0,165000.0
2.0,0.0,2018.0,12.0,4.0,11667.7,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,165000.0
0.0,0.0,2019.0,9.05,2.62,8510.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,440.0,0.0,104.0,165000.0
0.0,0.0,2008.0,12.72,3.88,11000.0,1.0,10.0,2.0,0.0,3.0,0.0,0.0,1200.0,0.0,500.0,165000.0
0.0,0.0,2009.0,12.95,4.28,12564.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,700.0,4.0,330.0,165000.0
0.0,0.0,1972.0,8.0,2.8,2800.0,1.0,8.0,1.0,0.0,6.0,0.0,1.0,150.0,3.0,474.3,165000.0
5.0,0.0,2005.0,11.83,3.83,8750.0,1.0,12.0,2.0,0.0,3.0,0.0,0.0,1050.0,0.0,630.0,165000.0
5.0,0.0,1991.0,12.98,4.14,15500.0,1.0,0.0,2.0,1.0,3.0,1025.0,0.0,2270.0,4.0,0.0,165000.0
1.0,0.0,2013.0,9.3,2.65,8714.3,1.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,345.0,165000.0
3.0,0.0,1998.0,11.65,3.85,11303.1,1.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,165000.0
2.0,0.0,2015.0,13.29,3.99,9000.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,300.0,165000.0
0.0,0.0,2003.0,12.5,4.43,13000.0,1.0,12.0,1.0,0.0,3.0,0.0,0.0,1550.0,0.0,0.0,165000.0
2.0,0.0,2018.0,9.13,3.04,5400.0,3.0,0.0,1.0,1.0,3.0,160.0,2.0,580.0,3.0,95.0,165000.0
3.0,0.0,1905.0,21.6,4.6,40643.8,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,165000.0
2.0,0.0,2014.0,10.89,3.54,5700.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,625.0,4.0,410.0,165000.0
2.0,0.0,2014.0,12.1,3.77,11572.9,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,600.0,165000.0
0.0,0.0,1910.0,23.0,4.8,43125.8,1.0,6.0,3.0,1.0,7.0,1200.0,1.0,600.0,4.0,474.3,169000.0
2.0,0.0,2008.0,12.2,3.96,11784.4,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1135.0,4.0,0.0,169000.0
3.0,0.0,2001.0,12.3,4.07,11937.5,1.0,0.0,0.0,0.0,7.0,0.0,0.0,800.0,0.0,2820.0,169000.0
2.0,0.0,2006.0,12.0,4.02,10600.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,1400.0,4.0,710.0,169000.0
5.0,0.0,2002.0,14.99,4.4,22000.0,1.0,16.0,3.0,0.0,3.0,700.0,1.0,2500.0,4.0,474.3,169000.0
2.0,0.0,2013.0,10.5,3.0,9844.6,1.0,0.0,2.0,0.0,3.0,80.0,0.0,170.0,4.0,200.0,169000.0
2.0,0.0,1993.0,14.9,4.3,14001.2,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1000.0,0.0,3700.0,169000.0
2.0,0.0,2016.0,10.8,3.45,5500.0,4.0,8.0,3.0,0.0,3.0,300.0,3.0,600.0,4.0,190.0,169000.0
3.0,0.0,1996.0,13.7,4.2,13053.2,1.0,0.0,0.0,0.0,7.0,0.0,0.0,4300.0,0.0,2442.0,169000.0
0.0,1.0,2018.0,10.28,3.59,6791.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,3.0,0.0,168900.0
1.0,1.0,2020.0,9.95,3.35,9698.8,1.0,0.0,0.0,0.0,4.0,0.0,0.0,800.0,3.0,14.0,168500.0
1.0,1.0,2020.0,8.0,2.0,7292.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168010.8
5.0,0.0,1987.0,14.8,4.88,20000.0,1.0,8.0,2.0,0.0,3.0,0.0,0.0,3600.0,0.0,100.0,168000.0
5.0,0.0,2003.0,13.95,4.3,13308.5,1.0,0.0,3.0,0.0,4.0,0.0,0.0,1500.0,4.0,780.0,168000.0
5.0,0.0,2002.0,11.99,4.2,13812.0,1.0,0.0,3.0,2.0,3.0,500.0,0.0,1200.0,4.0,1000.0,168000.0
2.0,0.0,1995.0,16.0,4.45,31723.9,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1000.0,4.0,500.0,170000.0
6.0,0.0,1991.0,15.94,4.96,23587.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,3255.0,4.0,0.0,170000.0
2.0,0.0,2009.0,13.7,4.03,10000.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,800.0,4.0,850.0,170000.0
5.0,0.0,2001.0,10.57,3.96,10850.0,1.0,10.0,2.0,0.0,3.0,0.0,0.0,1520.0,4.0,1600.0,170000.0
5.0,0.0,1989.0,14.0,4.8,13709.5,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,170000.0
2.0,0.0,2005.0,3.96,3.66,1048.4,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1271.0,4.0,0.0,170000.0
1.0,0.0,2016.0,9.98,2.99,9458.1,1.0,0.0,1.0,0.0,4.0,0.0,0.0,600.0,3.0,28.0,170000.0
1.0,0.0,2012.0,9.93,3.45,9757.1,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,170000.0
0.0,0.0,2007.0,12.95,4.28,11400.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,1500.0,4.0,700.0,170000.0
0.0,0.0,2011.0,11.0,3.7,10719.7,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,170000.0
5.0,0.0,2006.0,11.99,4.16,11777.1,1.0,10.0,2.0,2.0,3.0,520.0,1.0,1200.0,4.0,250.0,170000.0
5.0,0.0,2006.0,11.98,4.16,11769.8,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,290.0,170000.0
0.0,0.0,1994.0,10.98,3.0,10194.6,1.0,0.0,2.0,0.0,3.0,0.0,0.0,600.0,3.0,173.0,170000.0
2.0,0.0,2004.0,14.65,4.4,15000.0,1.0,0.0,3.0,2.0,3.0,500.0,0.0,1700.0,4.0,1650.0,170000.0
4.0,0.0,2006.0,13.64,3.95,11200.0,4.0,10.0,2.0,2.0,3.0,470.0,1.0,1600.0,4.0,600.0,170000.0
0.0,0.0,2019.0,7.5,2.54,2500.0,3.0,0.0,1.0,1.0,3.0,50.0,2.0,270.0,3.0,20.0,170000.0
2.0,0.0,1989.0,15.0,4.5,14220.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1100.0,0.0,1750.0,175000.0
5.0,0.0,1999.0,13.84,4.32,13000.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,4.0,800.0,175000.0
0.0,0.0,2006.0,13.45,3.8,11000.0,1.0,12.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,395.0,175000.0
0.0,0.0,2003.0,7.8,2.5,7511.1,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,474.3,175000.0
3.0,0.0,2008.0,13.6,4.17,12958.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,1270.0,175000.0
1.0,0.0,2018.0,10.57,3.21,4250.0,4.0,8.0,1.0,1.0,3.0,160.0,2.0,800.0,3.0,165.0,175000.0
2.0,0.0,2008.0,12.92,3.9,12265.7,1.0,0.0,2.0,0.0,3.0,250.0,1.0,670.0,4.0,474.3,175000.0
3.0,0.0,2008.0,13.6,4.17,12000.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1200.0,4.0,1080.0,175000.0
0.0,0.0,2013.0,10.4,3.06,4500.0,1.0,12.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,160.0,175000.0
0.0,0.0,2010.0,11.7,3.75,9300.0,1.0,12.0,2.0,0.0,3.0,0.0,0.0,890.0,4.0,491.0,175000.0
5.0,0.0,2004.0,14.99,4.33,14088.7,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,475.0,175000.0
0.0,0.0,2010.0,12.64,3.95,12097.9,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,452.0,175000.0
2.0,0.0,2010.0,11.7,3.75,9300.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,960.0,0.0,0.0,175000.0
2.0,0.0,2010.0,11.58,0.91,9108.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175000.0
5.0,0.0,2006.0,11.9,4.2,11740.6,1.0,0.0,3.0,2.0,3.0,400.0,0.0,1350.0,4.0,800.0,175000.0
2.0,0.0,2003.0,14.78,4.24,13870.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1310.0,4.0,850.0,179000.0
0.0,0.0,2017.0,12.5,4.5,11500.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,3.0,50.0,179000.0
2.0,0.0,2012.0,11.89,3.99,8200.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,179000.0
3.0,0.0,2002.0,15.95,5.0,32499.5,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1900.0,0.0,2100.0,179000.0
2.0,0.0,1999.0,13.2,4.25,12725.1,1.0,6.0,0.0,0.0,3.0,0.0,0.0,2500.0,0.0,2190.0,179000.0
2.0,0.0,2008.0,12.0,4.0,11700.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1350.0,4.0,530.0,179000.0
3.0,0.0,2002.0,11.7,4.04,11478.1,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1250.0,0.0,1960.0,179000.0
0.0,0.0,2004.0,14.5,4.5,22000.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,179000.0
0.0,0.0,2008.0,13.0,3.9,12324.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,1000.0,179000.0
2.0,0.0,1999.0,13.1,4.25,12652.2,1.0,6.0,0.0,0.0,3.0,0.0,0.0,1170.0,0.0,1650.0,179000.0
1.0,0.0,2012.0,10.7,3.4,10282.2,1.0,0.0,2.0,0.0,0.0,250.0,3.0,500.0,4.0,650.0,179000.0
2.0,0.0,2017.0,10.7,3.3,5806.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,644.0,3.0,250.0,178900.0
2.0,0.0,2001.0,15.55,4.7,31413.6,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1650.0,181034.5
0.0,1.0,2020.0,10.94,3.31,10391.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178306.5
2.0,0.0,2006.0,14.5,4.26,13680.4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,178000.0
2.0,0.0,2006.0,13.71,4.26,13104.3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1200.0,4.0,920.0,178000.0
0.0,0.0,2008.0,13.0,4.06,21000.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,1200.0,4.0,1000.0,180000.0
5.0,0.0,1997.0,10.93,3.96,10200.0,1.0,8.0,2.0,0.0,3.0,0.0,0.0,1514.0,4.0,0.0,180000.0
0.0,0.0,2018.0,9.5,2.74,8925.8,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,40.0,180000.0
6.0,0.0,2005.0,12.5,4.0,8660.0,1.0,10.0,1.0,0.0,3.0,0.0,0.0,1325.0,4.0,430.0,180000.0
0.0,0.0,2010.0,11.5,3.75,9300.0,1.0,12.0,2.0,0.0,3.0,0.0,0.0,960.0,0.0,650.0,180000.0
2.0,0.0,2008.0,11.92,3.89,11.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,920.0,0.0,0.0,180000.0
0.0,0.0,2014.0,9.8,3.1,9407.1,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,180000.0
2.0,1.0,2020.0,9.35,2.95,8969.5,3.0,8.0,1.0,1.0,3.0,80.0,2.0,320.0,3.0,0.0,180000.0
2.0,0.0,2000.0,17.04,4.27,33058.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2500.0,4.0,1150.0,180000.0
5.0,0.0,2001.0,14.59,4.32,13789.8,4.0,12.0,3.0,2.0,3.0,750.0,1.0,1600.0,4.0,474.3,180000.0
3.0,0.0,2006.0,13.49,4.17,12878.2,5.0,0.0,2.0,2.0,3.0,640.0,1.0,1500.0,4.0,900.0,180000.0
2.0,0.0,2008.0,13.0,4.06,12440.7,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1200.0,4.0,990.0,180000.0
2.0,0.0,2010.0,11.92,3.89,11529.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,180000.0
2.0,0.0,1998.0,15.4,4.65,31103.3,1.0,0.0,3.0,2.0,3.0,500.0,0.0,2000.0,0.0,800.0,180000.0
5.0,0.0,1998.0,17.9,4.7,30000.0,1.0,12.0,3.0,0.0,3.0,800.0,1.0,3000.0,4.0,1000.0,180000.0
2.0,0.0,2011.0,13.83,4.41,13301.2,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,474.3,187000.0
2.0,0.0,2018.0,9.15,3.1,4500.0,1.0,10.0,0.0,0.0,3.0,0.0,0.0,390.0,0.0,150.0,187000.0
3.0,1.0,1989.0,12.74,4.13,12302.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,186491.9
2.0,1.0,2006.0,11.9,4.2,11740.6,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,186491.9
1.0,0.0,2007.0,13.49,3.63,8515.0,1.0,0.0,1.0,1.0,0.0,200.0,0.0,1000.0,0.0,500.0,144499.2
2.0,1.0,2020.0,10.52,3.2,4200.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,800.0,3.0,0.0,185900.0
1.0,1.0,2020.0,9.95,3.0,9443.5,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,185462.0
0.0,0.0,2015.0,10.5,2.99,4500.0,3.0,10.0,2.0,1.0,3.0,0.0,3.0,600.0,3.0,100.0,185000.0
0.0,0.0,2010.0,10.67,3.75,10515.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,350.0,185000.0
3.0,0.0,2004.0,14.95,4.55,14220.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,1200.0,4.0,1300.0,185000.0
2.0,0.0,2004.0,16.0,4.0,18000.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,2200.0,4.0,990.0,185000.0
2.0,0.0,2002.0,17.0,4.65,23000.0,1.0,0.0,3.0,2.0,3.0,750.0,0.0,2250.0,4.0,1070.0,185000.0
3.0,0.0,2002.0,14.95,4.5,14183.5,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1200.0,185000.0
5.0,0.0,2000.0,15.5,4.58,22500.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2000.0,4.0,0.0,185000.0
2.0,0.0,2002.0,14.9,4.56,16750.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2000.0,4.0,1270.0,185000.0
0.0,0.0,2009.0,18.0,4.5,48000.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,900.0,4.0,310.0,185000.0
2.0,1.0,2020.0,10.0,3.0,4638.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189784.9
5.0,0.0,2010.0,11.74,3.78,11000.0,1.0,11.0,2.0,1.0,3.0,389.0,1.0,1000.0,4.0,240.0,191588.8
2.0,0.0,2019.0,9.02,3.15,3000.0,1.0,10.0,0.0,0.0,3.0,0.0,0.0,380.0,0.0,57.0,195195.2
0.0,0.0,2003.0,14.0,4.0,12900.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1600.0,4.0,790.0,189500.0
0.0,1.0,2019.0,9.42,3.18,9188.3,1.0,0.0,2.0,0.0,4.0,0.0,0.0,300.0,4.0,0.0,146625.0
2.0,0.0,1997.0,15.0,4.4,23000.0,1.0,0.0,3.0,2.0,7.0,1300.0,1.0,1300.0,4.0,1520.0,189000.0
2.0,0.0,2009.0,11.7,3.89,11368.7,1.0,0.0,0.0,0.0,3.0,0.0,0.0,800.0,0.0,250.0,189000.0
3.0,0.0,2002.0,14.5,4.5,18000.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1340.0,4.0,1000.0,189000.0
3.0,0.0,2006.0,13.3,4.3,12834.5,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1350.0,0.0,1325.0,189000.0
2.0,0.0,2008.0,13.96,4.25,11400.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,1330.0,4.0,600.0,189000.0
2.0,0.0,2004.0,15.49,4.22,30575.9,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2000.0,4.0,950.0,189000.0
5.0,0.0,2004.0,13.92,4.27,14000.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1632.0,4.0,900.0,189000.0
5.0,0.0,2005.0,12.1,3.69,11514.6,1.0,0.0,2.0,2.0,3.0,450.0,0.0,996.0,4.0,335.0,189000.0
